T1,T2,T3,T4
1.767875552,1.767875552,1.767875552,1.767875552
1.404288742,1.404288742,1.404288742,1.404288742
1.097920817,1.097920817,1.097920817,1.097920817
0.89744207,0.89744207,0.89744207,0.89744207
0.805376154,0.805376154,0.805376154,0.805376154
0.87504614,0.87504614,0.87504614,0.87504614
0.983398789,0.983398789,0.983398789,0.983398789
1.050438129,1.050438129,1.050438129,1.050438129
1.142877176,1.142877176,1.142877176,1.142877176
1.197271495,1.197271495,1.197271495,1.197271495
1.289643673,1.289643673,1.289643673,1.289643673
1.251306057,1.251306057,1.251306057,1.251306057
1.199776427,1.199776427,1.199776427,1.199776427
1.321691546,1.321691546,1.321691546,1.321691546
1.6574339,1.6574339,1.6574339,1.6574339
1.747821392,1.747821392,1.747821392,1.747821392
1.559067541,1.559067541,1.559067541,1.559067541
1.420496569,1.420496569,1.420496569,1.420496569
1.412147244,1.412147244,1.412147244,1.412147244
1.381724301,1.381724301,1.381724301,1.381724301
1.444379677,1.444379677,1.444379677,1.444379677
1.535120239,1.535120239,1.535120239,1.535120239
1.624338852,1.624338852,1.624338852,1.624338852
1.7724521,1.7724521,1.7724521,1.7724521
1.66426395,1.66426395,1.66426395,1.66426395
1.342606985,1.342606985,1.342606985,1.342606985
1.117593822,1.117593822,1.117593822,1.117593822
0.920142925,0.920142925,0.920142925,0.920142925
0.851403763,0.851403763,0.851403763,0.851403763
0.87559447,0.87559447,0.87559447,0.87559447
0.923902328,0.923902328,0.923902328,0.923902328
0.910874813,0.910874813,0.910874813,0.910874813
0.984310889,0.984310889,0.984310889,0.984310889
1.249952618,1.249952618,1.249952618,1.249952618
1.477020013,1.477020013,1.477020013,1.477020013
1.53411051,1.53411051,1.53411051,1.53411051
1.567999968,1.567999968,1.567999968,1.567999968
1.636003566,1.636003566,1.636003566,1.636003566
2.01005144,2.01005144,2.01005144,2.01005144
2.164902458,2.164902458,2.164902458,2.164902458
1.83242066,1.83242066,1.83242066,1.83242066
1.658319253,1.658319253,1.658319253,1.658319253
1.518636909,1.518636909,1.518636909,1.518636909
1.46733731,1.46733731,1.46733731,1.46733731
1.495364989,1.495364989,1.495364989,1.495364989
1.490478167,1.490478167,1.490478167,1.490478167
1.585295093,1.585295093,1.585295093,1.585295093
1.780306591,1.780306591,1.780306591,1.780306591
1.766102174,1.766102174,1.766102174,1.766102174
1.428998356,1.428998356,1.428998356,1.428998356
1.154468334,1.154468334,1.154468334,1.154468334
0.95215335,0.95215335,0.95215335,0.95215335
0.86254422,0.86254422,0.86254422,0.86254422
0.875750944,0.875750944,0.875750944,0.875750944
0.898289975,0.898289975,0.898289975,0.898289975
0.886035472,0.886035472,0.886035472,0.886035472
0.980100786,0.980100786,0.980100786,0.980100786
1.161658142,1.161658142,1.161658142,1.161658142
1.38061293,1.38061293,1.38061293,1.38061293
1.573070013,1.573070013,1.573070013,1.573070013
1.60981881,1.60981881,1.60981881,1.60981881
1.633689881,1.633689881,1.633689881,1.633689881
1.923821893,1.923821893,1.923821893,1.923821893
1.962686442,1.962686442,1.962686442,1.962686442
1.581748335,1.581748335,1.581748335,1.581748335
1.432018182,1.432018182,1.432018182,1.432018182
1.343260969,1.343260969,1.343260969,1.343260969
1.335970857,1.335970857,1.335970857,1.335970857
1.457774973,1.457774973,1.457774973,1.457774973
1.532171294,1.532171294,1.532171294,1.532171294
1.617423209,1.617423209,1.617423209,1.617423209
1.74760206,1.74760206,1.74760206,1.74760206
1.636799313,1.636799313,1.636799313,1.636799313
1.289183611,1.289183611,1.289183611,1.289183611
1.056323982,1.056323982,1.056323982,1.056323982
0.888742349,0.888742349,0.888742349,0.888742349
0.803446301,0.803446301,0.803446301,0.803446301
0.860274669,0.860274669,0.860274669,0.860274669
0.937579814,0.937579814,0.937579814,0.937579814
0.952625449,0.952625449,0.952625449,0.952625449
1.088270212,1.088270212,1.088270212,1.088270212
1.194390758,1.194390758,1.194390758,1.194390758
1.257682731,1.257682731,1.257682731,1.257682731
1.264980868,1.264980868,1.264980868,1.264980868
1.266633882,1.266633882,1.266633882,1.266633882
1.366043405,1.366043405,1.366043405,1.366043405
1.614673536,1.614673536,1.614673536,1.614673536
1.801248778,1.801248778,1.801248778,1.801248778
1.567867566,1.567867566,1.567867566,1.567867566
1.4621469,1.4621469,1.4621469,1.4621469
1.412263597,1.412263597,1.412263597,1.412263597
1.498160134,1.498160134,1.498160134,1.498160134
1.543009502,1.543009502,1.543009502,1.543009502
1.595102173,1.595102173,1.595102173,1.595102173
1.661725584,1.661725584,1.661725584,1.661725584
1.827511102,1.827511102,1.827511102,1.827511102
1.692663423,1.692663423,1.692663423,1.692663423
1.316942475,1.316942475,1.316942475,1.316942475
1.044854526,1.044854526,1.044854526,1.044854526
0.853896657,0.853896657,0.853896657,0.853896657
0.807973365,0.807973365,0.807973365,0.807973365
0.858191016,0.858191016,0.858191016,0.858191016
0.939650093,0.939650093,0.939650093,0.939650093
0.978593547,0.978593547,0.978593547,0.978593547
1.112716361,1.112716361,1.112716361,1.112716361
1.206916751,1.206916751,1.206916751,1.206916751
1.235515495,1.235515495,1.235515495,1.235515495
1.2428912,1.2428912,1.2428912,1.2428912
1.250760402,1.250760402,1.250760402,1.250760402
1.302347539,1.302347539,1.302347539,1.302347539
1.600958603,1.600958603,1.600958603,1.600958603
1.803565137,1.803565137,1.803565137,1.803565137
1.533857743,1.533857743,1.533857743,1.533857743
1.425208193,1.425208193,1.425208193,1.425208193
1.472297689,1.472297689,1.472297689,1.472297689
1.470121756,1.470121756,1.470121756,1.470121756
1.481583187,1.481583187,1.481583187,1.481583187
1.510926857,1.510926857,1.510926857,1.510926857
1.689976607,1.689976607,1.689976607,1.689976607
1.841526948,1.841526948,1.841526948,1.841526948
1.725914947,1.725914947,1.725914947,1.725914947
1.36057348,1.36057348,1.36057348,1.36057348
1.078507267,1.078507267,1.078507267,1.078507267
0.863438934,0.863438934,0.863438934,0.863438934
0.822544227,0.822544227,0.822544227,0.822544227
0.868803204,0.868803204,0.868803204,0.868803204
0.963260373,0.963260373,0.963260373,0.963260373
0.994774627,0.994774627,0.994774627,0.994774627
1.170550447,1.170550447,1.170550447,1.170550447
1.247054494,1.247054494,1.247054494,1.247054494
1.302149606,1.302149606,1.302149606,1.302149606
1.280536049,1.280536049,1.280536049,1.280536049
1.254818042,1.254818042,1.254818042,1.254818042
1.361107099,1.361107099,1.361107099,1.361107099
1.684830331,1.684830331,1.684830331,1.684830331
1.811721878,1.811721878,1.811721878,1.811721878
1.539512227,1.539512227,1.539512227,1.539512227
1.424025941,1.424025941,1.424025941,1.424025941
1.426169777,1.426169777,1.426169777,1.426169777
1.425803332,1.425803332,1.425803332,1.425803332
1.494340548,1.494340548,1.494340548,1.494340548
1.576039018,1.576039018,1.576039018,1.576039018
1.677509459,1.677509459,1.677509459,1.677509459
1.850983631,1.850983631,1.850983631,1.850983631
1.71968806,1.71968806,1.71968806,1.71968806
1.385870209,1.385870209,1.385870209,1.385870209
1.091233868,1.091233868,1.091233868,1.091233868
0.89255391,0.89255391,0.89255391,0.89255391
0.826779741,0.826779741,0.826779741,0.826779741
0.861406101,0.861406101,0.861406101,0.861406101
0.941600007,0.941600007,0.941600007,0.941600007
0.995785694,0.995785694,0.995785694,0.995785694
1.122901922,1.122901922,1.122901922,1.122901922
1.180385612,1.180385612,1.180385612,1.180385612
1.270247509,1.270247509,1.270247509,1.270247509
1.320144186,1.320144186,1.320144186,1.320144186
1.314382711,1.314382711,1.314382711,1.314382711
1.390635329,1.390635329,1.390635329,1.390635329
1.653005803,1.653005803,1.653005803,1.653005803
1.813068629,1.813068629,1.813068629,1.813068629
1.558206262,1.558206262,1.558206262,1.558206262
1.49431915,1.49431915,1.49431915,1.49431915
1.492938964,1.492938964,1.492938964,1.492938964
1.467603451,1.467603451,1.467603451,1.467603451
1.479550354,1.479550354,1.479550354,1.479550354
1.550881378,1.550881378,1.550881378,1.550881378
1.679984968,1.679984968,1.679984968,1.679984968
1.840094603,1.840094603,1.840094603,1.840094603
1.713092053,1.713092053,1.713092053,1.713092053
1.353406408,1.353406408,1.353406408,1.353406408
1.086261453,1.086261453,1.086261453,1.086261453
0.892397436,0.892397436,0.892397436,0.892397436
0.834548639,0.834548639,0.834548639,0.834548639
0.874616838,0.874616838,0.874616838,0.874616838
0.947978019,0.947978019,0.947978019,0.947978019
1.00214097,1.00214097,1.00214097,1.00214097
1.130884802,1.130884802,1.130884802,1.130884802
1.223585978,1.223585978,1.223585978,1.223585978
1.299472151,1.299472151,1.299472151,1.299472151
1.276609472,1.276609472,1.276609472,1.276609472
1.282669186,1.282669186,1.282669186,1.282669186
1.351215764,1.351215764,1.351215764,1.351215764
1.681787769,1.681787769,1.681787769,1.681787769
1.847728424,1.847728424,1.847728424,1.847728424
1.548330976,1.548330976,1.548330976,1.548330976
1.464582287,1.464582287,1.464582287,1.464582287
1.448974948,1.448974948,1.448974948,1.448974948
1.501852667,1.501852667,1.501852667,1.501852667
1.4950828,1.4950828,1.4950828,1.4950828
1.537367054,1.537367054,1.537367054,1.537367054
1.601161886,1.601161886,1.601161886,1.601161886
1.778712422,1.778712422,1.778712422,1.778712422
1.761786417,1.761786417,1.761786417,1.761786417
1.432938307,1.432938307,1.432938307,1.432938307
1.184499423,1.184499423,1.184499423,1.184499423
0.953698036,0.953698036,0.953698036,0.953698036
0.859032234,0.859032234,0.859032234,0.859032234
0.892999261,0.892999261,0.892999261,0.892999261
0.916176227,0.916176227,0.916176227,0.916176227
0.938033189,0.938033189,0.938033189,0.938033189
1.053599718,1.053599718,1.053599718,1.053599718
1.277129717,1.277129717,1.277129717,1.277129717
1.495413135,1.495413135,1.495413135,1.495413135
1.592050249,1.592050249,1.592050249,1.592050249
1.683788504,1.683788504,1.683788504,1.683788504
1.693682514,1.693682514,1.693682514,1.693682514
2.001382479,2.001382479,2.001382479,2.001382479
2.229969148,2.229969148,2.229969148,2.229969148
1.930451335,1.930451335,1.930451335,1.930451335
1.671757346,1.671757346,1.671757346,1.671757346
1.592817911,1.592817911,1.592817911,1.592817911
1.574258952,1.574258952,1.574258952,1.574258952
1.572240831,1.572240831,1.572240831,1.572240831
1.530020772,1.530020772,1.530020772,1.530020772
1.599368446,1.599368446,1.599368446,1.599368446
1.753544083,1.753544083,1.753544083,1.753544083
1.70711927,1.70711927,1.70711927,1.70711927
1.416289141,1.416289141,1.416289141,1.416289141
1.15534165,1.15534165,1.15534165,1.15534165
0.954957857,0.954957857,0.954957857,0.954957857
0.851968141,0.851968141,0.851968141,0.851968141
0.87944214,0.87944214,0.87944214,0.87944214
0.923071809,0.923071809,0.923071809,0.923071809
0.87944214,0.87944214,0.87944214,0.87944214
0.990462882,0.990462882,0.990462882,0.990462882
1.196023711,1.196023711,1.196023711,1.196023711
1.43062061,1.43062061,1.43062061,1.43062061
1.556012943,1.556012943,1.556012943,1.556012943
1.563097097,1.563097097,1.563097097,1.563097097
1.62308973,1.62308973,1.62308973,1.62308973
1.930950181,1.930950181,1.930950181,1.930950181
2.035037894,2.035037894,2.035037894,2.035037894
1.670636613,1.670636613,1.670636613,1.670636613
1.491768748,1.491768748,1.491768748,1.491768748
1.41420415,1.41420415,1.41420415,1.41420415
1.459940207,1.459940207,1.459940207,1.459940207
1.523153275,1.523153275,1.523153275,1.523153275
1.563906218,1.563906218,1.563906218,1.563906218
1.580626265,1.580626265,1.580626265,1.580626265
1.672121116,1.672121116,1.672121116,1.672121116
1.600945229,1.600945229,1.600945229,1.600945229
1.286482084,1.286482084,1.286482084,1.286482084
1.035725503,1.035725503,1.035725503,1.035725503
0.835542319,0.835542319,0.835542319,0.835542319
0.807953304,0.807953304,0.807953304,0.807953304
0.864840518,0.864840518,0.864840518,0.864840518
0.903240992,0.903240992,0.903240992,0.903240992
0.946754308,0.946754308,0.946754308,0.946754308
1.034420211,1.034420211,1.034420211,1.034420211
1.168821202,1.168821202,1.168821202,1.168821202
1.271024532,1.271024532,1.271024532,1.271024532
1.323061033,1.323061033,1.323061033,1.323061033
1.292821312,1.292821312,1.292821312,1.292821312
1.338321988,1.338321988,1.338321988,1.338321988
1.633577541,1.633577541,1.633577541,1.633577541
1.793688514,1.793688514,1.793688514,1.793688514
1.541741656,1.541741656,1.541741656,1.541741656
1.42761817,1.42761817,1.42761817,1.42761817
1.393101476,1.393101476,1.393101476,1.393101476
1.417883309,1.417883309,1.417883309,1.417883309
1.459793094,1.459793094,1.459793094,1.459793094
1.56060554,1.56060554,1.56060554,1.56060554
1.667710404,1.667710404,1.667710404,1.667710404
1.784357545,1.784357545,1.784357545,1.784357545
1.745097129,1.745097129,1.745097129,1.745097129
1.341640053,1.341640053,1.341640053,1.341640053
1.074901664,1.074901664,1.074901664,1.074901664
0.858272597,0.858272597,0.858272597,0.858272597
0.8004238,0.8004238,0.8004238,0.8004238
0.861160021,0.861160021,0.861160021,0.861160021
0.929193042,0.929193042,0.929193042,0.929193042
0.94903857,0.94903857,0.94903857,0.94903857
1.058794141,1.058794141,1.058794141,1.058794141
1.146627217,1.146627217,1.146627217,1.146627217
1.29035784,1.29035784,1.29035784,1.29035784
1.302601644,1.302601644,1.302601644,1.302601644
1.348637276,1.348637276,1.348637276,1.348637276
1.368462743,1.368462743,1.368462743,1.368462743
1.678489766,1.678489766,1.678489766,1.678489766
1.788302845,1.788302845,1.788302845,1.788302845
1.543577892,1.543577892,1.543577892,1.543577892
1.445022961,1.445022961,1.445022961,1.445022961
1.4289248,1.4289248,1.4289248,1.4289248
1.452315748,1.452315748,1.452315748,1.452315748
1.476748523,1.476748523,1.476748523,1.476748523
1.51924141,1.51924141,1.51924141,1.51924141
1.614800588,1.614800588,1.614800588,1.614800588
1.798388101,1.798388101,1.798388101,1.798388101
1.734221475,1.734221475,1.734221475,1.734221475
1.362485948,1.362485948,1.362485948,1.362485948
1.082784239,1.082784239,1.082784239,1.082784239
0.891126915,0.891126915,0.891126915,0.891126915
0.823814748,0.823814748,0.823814748,0.823814748
0.868238826,0.868238826,0.868238826,0.868238826
0.948684161,0.948684161,0.948684161,0.948684161
0.979298352,0.979298352,0.979298352,0.979298352
1.060386972,1.060386972,1.060386972,1.060386972
1.190841325,1.190841325,1.190841325,1.190841325
1.320524005,1.320524005,1.320524005,1.320524005
1.336767941,1.336767941,1.336767941,1.336767941
1.33014385,1.33014385,1.33014385,1.33014385
1.368185903,1.368185903,1.368185903,1.368185903
1.644128209,1.644128209,1.644128209,1.644128209
1.827858824,1.827858824,1.827858824,1.827858824
1.534287045,1.534287045,1.534287045,1.534287045
1.43714306,1.43714306,1.43714306,1.43714306
1.386080179,1.386080179,1.386080179,1.386080179
1.432364566,1.432364566,1.432364566,1.432364566
1.489977983,1.489977983,1.489977983,1.489977983
1.558701096,1.558701096,1.558701096,1.558701096
1.6924909,1.6924909,1.6924909,1.6924909
1.894163936,1.894163936,1.894163936,1.894163936
1.783141857,1.783141857,1.783141857,1.783141857
1.347889675,1.347889675,1.347889675,1.347889675
1.103878889,1.103878889,1.103878889,1.103878889
0.893233304,0.893233304,0.893233304,0.893233304
0.816945914,0.816945914,0.816945914,0.816945914
0.8576253,0.8576253,0.8576253,0.8576253
0.949546778,0.949546778,0.949546778,0.949546778
0.983262375,0.983262375,0.983262375,0.983262375
1.050500986,1.050500986,1.050500986,1.050500986
1.190464181,1.190464181,1.190464181,1.190464181
1.291528056,1.291528056,1.291528056,1.291528056
1.297441994,1.297441994,1.297441994,1.297441994
1.317403874,1.317403874,1.317403874,1.317403874
1.352166648,1.352166648,1.352166648,1.352166648
1.637827766,1.637827766,1.637827766,1.637827766
1.865114492,1.865114492,1.865114492,1.865114492
1.533404368,1.533404368,1.533404368,1.533404368
1.459509568,1.459509568,1.459509568,1.459509568
1.441727633,1.441727633,1.441727633,1.441727633
1.468804427,1.468804427,1.468804427,1.468804427
1.534993187,1.534993187,1.534993187,1.534993187
1.602844322,1.602844322,1.602844322,1.602844322
1.74578321,1.74578321,1.74578321,1.74578321
1.844918568,1.844918568,1.844918568,1.844918568
1.757021297,1.757021297,1.757021297,1.757021297
1.283995876,1.283995876,1.283995876,1.283995876
1.040561505,1.040561505,1.040561505,1.040561505
0.811129605,0.811129605,0.811129605,0.811129605
0.698981444,0.698981444,0.698981444,0.698981444
0.735912127,0.735912127,0.735912127,0.735912127
0.79745212,0.79745212,0.79745212,0.79745212
0.913992269,0.913992269,0.913992269,0.913992269
0.978560113,0.978560113,0.978560113,0.978560113
1.095251387,1.095251387,1.095251387,1.095251387
1.233003877,1.233003877,1.233003877,1.233003877
1.23754699,1.23754699,1.23754699,1.23754699
1.289405618,1.289405618,1.289405618,1.289405618
1.272895541,1.272895541,1.272895541,1.272895541
1.458834186,1.458834186,1.458834186,1.458834186
1.729230336,1.729230336,1.729230336,1.729230336
1.518804083,1.518804083,1.518804083,1.518804083
1.40974663,1.40974663,1.40974663,1.40974663
1.379746301,1.379746301,1.379746301,1.379746301
1.390658065,1.390658065,1.390658065,1.390658065
1.395772243,1.395772243,1.395772243,1.395772243
1.434088462,1.434088462,1.434088462,1.434088462
1.527030368,1.527030368,1.527030368,1.527030368
1.618781997,1.618781997,1.618781997,1.618781997
1.587960511,1.587960511,1.587960511,1.587960511
1.299044187,1.299044187,1.299044187,1.299044187
1.053786953,1.053786953,1.053786953,1.053786953
0.869621687,0.869621687,0.869621687,0.869621687
0.782196514,0.782196514,0.782196514,0.782196514
0.782133656,0.782133656,0.782133656,0.782133656
0.817627982,0.817627982,0.817627982,0.817627982
0.853159755,0.853159755,0.853159755,0.853159755
0.959688205,0.959688205,0.959688205,0.959688205
1.156078551,1.156078551,1.156078551,1.156078551
1.357173835,1.357173835,1.357173835,1.357173835
1.516558606,1.516558606,1.516558606,1.516558606
1.542239165,1.542239165,1.542239165,1.542239165
1.606413816,1.606413816,1.606413816,1.606413816
1.811519932,1.811519932,1.811519932,1.811519932
1.997926664,1.997926664,1.997926664,1.997926664
1.779671331,1.779671331,1.779671331,1.779671331
1.522015156,1.522015156,1.522015156,1.522015156
1.479772361,1.479772361,1.479772361,1.479772361
1.441021491,1.441021491,1.441021491,1.441021491
1.480895768,1.480895768,1.480895768,1.480895768
1.462058633,1.462058633,1.462058633,1.462058633
1.553962724,1.553962724,1.553962724,1.553962724
1.62384803,1.62384803,1.62384803,1.62384803
1.566613095,1.566613095,1.566613095,1.566613095
1.292624715,1.292624715,1.292624715,1.292624715
1.091894539,1.091894539,1.091894539,1.091894539
0.866640645,0.866640645,0.866640645,0.866640645
0.769633074,0.769633074,0.769633074,0.769633074
0.749903899,0.749903899,0.749903899,0.749903899
0.780440521,0.780440521,0.780440521,0.780440521
0.790588635,0.790588635,0.790588635,0.790588635
0.862936075,0.862936075,0.862936075,0.862936075
1.050154602,1.050154602,1.050154602,1.050154602
1.289179599,1.289179599,1.289179599,1.289179599
1.467370745,1.467370745,1.467370745,1.467370745
1.456020318,1.456020318,1.456020318,1.456020318
1.504867144,1.504867144,1.504867144,1.504867144
1.692325064,1.692325064,1.692325064,1.692325064
1.794289002,1.794289002,1.794289002,1.794289002
1.573191715,1.573191715,1.573191715,1.573191715
1.364589662,1.364589662,1.364589662,1.364589662
1.301979757,1.301979757,1.301979757,1.301979757
1.287193575,1.287193575,1.287193575,1.287193575
1.364921335,1.364921335,1.364921335,1.364921335
1.435770898,1.435770898,1.435770898,1.435770898
1.506603076,1.506603076,1.506603076,1.506603076
1.583833326,1.583833326,1.583833326,1.583833326
1.506839794,1.506839794,1.506839794,1.506839794
1.195143708,1.195143708,1.195143708,1.195143708
0.926857959,0.926857959,0.926857959,0.926857959
0.762322901,0.762322901,0.762322901,0.762322901
0.719139921,0.719139921,0.719139921,0.719139921
0.73866715,0.73866715,0.73866715,0.73866715
0.786216708,0.786216708,0.786216708,0.786216708
0.857214721,0.857214721,0.857214721,0.857214721
0.970095772,0.970095772,0.970095772,0.970095772
1.161729023,1.161729023,1.161729023,1.161729023
1.188348431,1.188348431,1.188348431,1.188348431
1.237430637,1.237430637,1.237430637,1.237430637
1.260221097,1.260221097,1.260221097,1.260221097
1.283899584,1.283899584,1.283899584,1.283899584
1.433565542,1.433565542,1.433565542,1.433565542
1.585023603,1.585023603,1.585023603,1.585023603
1.479059532,1.479059532,1.479059532,1.479059532
1.383311782,1.383311782,1.383311782,1.383311782
1.393919958,1.393919958,1.393919958,1.393919958
1.389475812,1.389475812,1.389475812,1.389475812
1.413792234,1.413792234,1.413792234,1.413792234
1.472739028,1.472739028,1.472739028,1.472739028
1.562415028,1.562415028,1.562415028,1.562415028
1.646995573,1.646995573,1.646995573,1.646995573
1.590334378,1.590334378,1.590334378,1.590334378
1.246726834,1.246726834,1.246726834,1.246726834
0.970799239,0.970799239,0.970799239,0.970799239
0.789577568,0.789577568,0.789577568,0.789577568
0.703512521,0.703512521,0.703512521,0.703512521
0.737323073,0.737323073,0.737323073,0.737323073
0.802449945,0.802449945,0.802449945,0.802449945
0.876925173,0.876925173,0.876925173,0.876925173
0.969296013,0.969296013,0.969296013,0.969296013
1.075490115,1.075490115,1.075490115,1.075490115
1.185871585,1.185871585,1.185871585,1.185871585
1.254995915,1.254995915,1.254995915,1.254995915
1.267147439,1.267147439,1.267147439,1.267147439
1.294831409,1.294831409,1.294831409,1.294831409
1.440015774,1.440015774,1.440015774,1.440015774
1.665518422,1.665518422,1.665518422,1.665518422
1.493590273,1.493590273,1.493590273,1.493590273
1.352048958,1.352048958,1.352048958,1.352048958
1.352365919,1.352365919,1.352365919,1.352365919
1.376033707,1.376033707,1.376033707,1.376033707
1.38894888,1.38894888,1.38894888,1.38894888
1.456890958,1.456890958,1.456890958,1.456890958
1.572569829,1.572569829,1.572569829,1.572569829
1.649611507,1.649611507,1.649611507,1.649611507
1.579228693,1.579228693,1.579228693,1.579228693
1.281651432,1.281651432,1.281651432,1.281651432
0.986056183,0.986056183,0.986056183,0.986056183
0.7772027,0.7772027,0.7772027,0.7772027
0.707726636,0.707726636,0.707726636,0.707726636
0.752930412,0.752930412,0.752930412,0.752930412
0.807134822,0.807134822,0.807134822,0.807134822
0.934543939,0.934543939,0.934543939,0.934543939
1.004470703,1.004470703,1.004470703,1.004470703
1.11388524,1.11388524,1.11388524,1.11388524
1.213471298,1.213471298,1.213471298,1.213471298
1.216477751,1.216477751,1.216477751,1.216477751
1.215113613,1.215113613,1.215113613,1.215113613
1.258867659,1.258867659,1.258867659,1.258867659
1.43957176,1.43957176,1.43957176,1.43957176
1.619330327,1.619330327,1.619330327,1.619330327
1.46758339,1.46758339,1.46758339,1.46758339
1.394719717,1.394719717,1.394719717,1.394719717
1.329614243,1.329614243,1.329614243,1.329614243
1.379805146,1.379805146,1.379805146,1.379805146
1.456785305,1.456785305,1.456785305,1.456785305
1.507120646,1.507120646,1.507120646,1.507120646
1.559951556,1.559951556,1.559951556,1.559951556
1.671131447,1.671131447,1.671131447,1.671131447
1.572609951,1.572609951,1.572609951,1.572609951
1.244786281,1.244786281,1.244786281,1.244786281
0.956454396,0.956454396,0.956454396,0.956454396
0.787255859,0.787255859,0.787255859,0.787255859
0.713445315,0.713445315,0.713445315,0.713445315
0.745871669,0.745871669,0.745871669,0.745871669
0.80145359,0.80145359,0.80145359,0.80145359
0.922855152,0.922855152,0.922855152,0.922855152
1.016475114,1.016475114,1.016475114,1.016475114
1.141030241,1.141030241,1.141030241,1.141030241
1.297226674,1.297226674,1.297226674,1.297226674
1.311670484,1.311670484,1.311670484,1.311670484
1.312607994,1.312607994,1.312607994,1.312607994
1.312621368,1.312621368,1.312621368,1.312621368
1.487864907,1.487864907,1.487864907,1.487864907
1.64565952,1.64565952,1.64565952,1.64565952
1.491518656,1.491518656,1.491518656,1.491518656
1.376500456,1.376500456,1.376500456,1.376500456
1.353919966,1.353919966,1.353919966,1.353919966
1.366625169,1.366625169,1.366625169,1.366625169
1.394162026,1.394162026,1.394162026,1.394162026
1.441680824,1.441680824,1.441680824,1.441680824
1.587571331,1.587571331,1.587571331,1.587571331
1.667775936,1.667775936,1.667775936,1.667775936
1.646748156,1.646748156,1.646748156,1.646748156
1.255173788,1.255173788,1.255173788,1.255173788
0.993113589,0.993113589,0.993113589,0.993113589
0.798920574,0.798920574,0.798920574,0.798920574
0.706456116,0.706456116,0.706456116,0.706456116
0.728520373,0.728520373,0.728520373,0.728520373
0.790179394,0.790179394,0.790179394,0.790179394
0.906329025,0.906329025,0.906329025,0.906329025
1.005151435,1.005151435,1.005151435,1.005151435
1.11569874,1.11569874,1.11569874,1.11569874
1.220958007,1.220958007,1.220958007,1.220958007
1.254678954,1.254678954,1.254678954,1.254678954
1.261936968,1.261936968,1.261936968,1.261936968
1.293463259,1.293463259,1.293463259,1.293463259
1.403210805,1.403210805,1.403210805,1.403210805
1.619576407,1.619576407,1.619576407,1.619576407
1.488853238,1.488853238,1.488853238,1.488853238
1.433157639,1.433157639,1.433157639,1.433157639
1.364636471,1.364636471,1.364636471,1.364636471
1.3340838,1.3340838,1.3340838,1.3340838
1.371114787,1.371114787,1.371114787,1.371114787
1.42873489,1.42873489,1.42873489,1.42873489
1.532698226,1.532698226,1.532698226,1.532698226
1.648891992,1.648891992,1.648891992,1.648891992
1.600098661,1.600098661,1.600098661,1.600098661
1.262184386,1.262184386,1.262184386,1.262184386
0.997228737,0.997228737,0.997228737,0.997228737
0.831539511,0.831539511,0.831539511,0.831539511
0.752892965,0.752892965,0.752892965,0.752892965
0.776749325,0.776749325,0.776749325,0.776749325
0.794274481,0.794274481,0.794274481,0.794274481
0.835325662,0.835325662,0.835325662,0.835325662
0.93155621,0.93155621,0.93155621,0.93155621
1.153917329,1.153917329,1.153917329,1.153917329
1.384199809,1.384199809,1.384199809,1.384199809
1.458804763,1.458804763,1.458804763,1.458804763
1.478532601,1.478532601,1.478532601,1.478532601
1.517724809,1.517724809,1.517724809,1.517724809
1.738252368,1.738252368,1.738252368,1.738252368
1.99163157,1.99163157,1.99163157,1.99163157
1.702541385,1.702541385,1.702541385,1.702541385
1.502946652,1.502946652,1.502946652,1.502946652
1.409822861,1.409822861,1.409822861,1.409822861
1.371517341,1.371517341,1.371517341,1.371517341
1.37150263,1.37150263,1.37150263,1.37150263
1.399343074,1.399343074,1.399343074,1.399343074
1.506414504,1.506414504,1.506414504,1.506414504
1.629435644,1.629435644,1.629435644,1.629435644
1.583473568,1.583473568,1.583473568,1.583473568
1.284407792,1.284407792,1.284407792,1.284407792
1.047882377,1.047882377,1.047882377,1.047882377
0.858192353,0.858192353,0.858192353,0.858192353
0.746042855,0.746042855,0.746042855,0.746042855
0.753007981,0.753007981,0.753007981,0.753007981
0.786777074,0.786777074,0.786777074,0.786777074
0.78124563,0.78124563,0.78124563,0.78124563
0.861899598,0.861899598,0.861899598,0.861899598
1.051568223,1.051568223,1.051568223,1.051568223
1.280532037,1.280532037,1.280532037,1.280532037
1.435625123,1.435625123,1.435625123,1.435625123
1.49504669,1.49504669,1.49504669,1.49504669
1.527081189,1.527081189,1.527081189,1.527081189
1.673384949,1.673384949,1.673384949,1.673384949
1.749545287,1.749545287,1.749545287,1.749545287
1.501785798,1.501785798,1.501785798,1.501785798
1.337459372,1.337459372,1.337459372,1.337459372
1.247704466,1.247704466,1.247704466,1.247704466
1.266974916,1.266974916,1.266974916,1.266974916
1.304285417,1.304285417,1.304285417,1.304285417
1.406589052,1.406589052,1.406589052,1.406589052
1.518424264,1.518424264,1.518424264,1.518424264
1.613079367,1.613079367,1.613079367,1.613079367
1.502376924,1.502376924,1.502376924,1.502376924
1.215188507,1.215188507,1.215188507,1.215188507
0.963847487,0.963847487,0.963847487,0.963847487
0.809043277,0.809043277,0.809043277,0.809043277
0.729873812,0.729873812,0.729873812,0.729873812
0.747659759,0.747659759,0.747659759,0.747659759
